gene	gc
ENSG00000115415.20	43.34
ENSG00000138378.19	41.10
ENSG00000128641.19	41.16
ENSG00000173559.15	39.25
ENSG00000168497.5	42.86
ENSG00000144339.12	36.01
ENSG00000196950.14	39.40
ENSG00000118997.14	38.74
ENSG00000081320.11	38.04
ENSG00000138411.13	41.69
ENSG00000144395.18	41.08
ENSG00000119041.11	37.46
ENSG00000187944.5	36.76
ENSG00000197121.15	34.54
ENSG00000065413.20	41.42
ENSG00000115524.17	38.85
ENSG00000115520.8	41.84
ENSG00000144381.18	42.33
ENSG00000115541.11	47.23
ENSG00000270757.1	37.98
ENSG00000115540.15	36.85
ENSG00000162944.11	37.60
ENSG00000247626.5	48.36
ENSG00000152430.18	43.54
ENSG00000115896.16	40.91
ENSG00000119042.17	44.93
ENSG00000226124.8	49.44
ENSG00000178074.6	41.39
ENSG00000162971.11	38.41
ENSG00000162972.10	48.89
ENSG00000196141.14	46.00
ENSG00000155729.13	44.82
ENSG00000163535.18	37.42
ENSG00000138356.14	44.86
ENSG00000082153.18	40.12
ENSG00000013441.16	39.32
ENSG00000240344.9	39.05
ENSG00000196290.16	46.06
ENSG00000115942.9	40.99
ENSG00000155744.10	37.08
ENSG00000119013.10	41.47
ENSG00000003402.20	45.99
ENSG00000003400.15	46.23
ENSG00000064012.22	39.67
ENSG00000155749.13	42.20
ENSG00000115993.13	40.95
ENSG00000082146.13	40.92
ENSG00000155754.15	34.64
ENSG00000155755.19	42.09
ENSG00000082126.18	44.01
ENSG00000003393.16	39.06
ENSG00000138395.17	43.24
ENSG00000155760.3	56.42
ENSG00000182329.14	49.20
ENSG00000116030.17	40.50
ENSG00000055044.11	39.16
ENSG00000204217.15	38.96
ENSG00000138439.12	44.14
ENSG00000163596.17	41.68
ENSG00000138442.10	40.03
ENSG00000138380.18	37.03
ENSG00000144426.19	36.79
ENSG00000119004.16	42.91
ENSG00000138443.17	41.41
ENSG00000173166.18	42.93
ENSG00000178562.18	42.64
ENSG00000163599.17	42.24
ENSG00000163600.13	40.46
ENSG00000116117.18	46.75
ENSG00000118257.17	48.70
ENSG00000114933.16	39.81
ENSG00000023228.14	42.06
ENSG00000114942.14	45.38
ENSG00000183671.12	41.57
ENSG00000204186.10	38.90
ENSG00000114948.13	44.70
ENSG00000235118.9	41.68
ENSG00000232125.5	46.45
ENSG00000138400.13	40.68
ENSG00000118246.14	39.00
ENSG00000144410.5	46.18
ENSG00000118263.15	44.67
ENSG00000118260.15	36.44
ENSG00000144401.14	50.78
ENSG00000163249.13	43.40
ENSG00000163251.4	51.34
ENSG00000178385.15	45.78
ENSG00000118231.5	59.03
ENSG00000163254.5	56.78
ENSG00000182187.4	52.14
ENSG00000168582.5	54.02
ENSG00000188674.11	43.03
ENSG00000138413.14	44.54
ENSG00000115020.17	41.13
ENSG00000144407.10	45.02
ENSG00000078018.21	42.53
ENSG00000144406.19	45.32
ENSG00000197713.15	37.89
ENSG00000144445.17	37.28
ENSG00000115361.8	40.18
ENSG00000168530.16	44.95
ENSG00000115365.12	40.73
ENSG00000021826.17	41.73
ENSG00000178568.15	39.55
ENSG00000030419.17	36.61
ENSG00000144451.19	40.04
ENSG00000174453.10	40.59
ENSG00000138376.11	37.73
ENSG00000144452.15	42.20
ENSG00000138363.15	47.00
ENSG00000115414.21	44.41
ENSG00000118242.16	44.34
ENSG00000115425.14	44.74
ENSG00000163449.11	46.11
ENSG00000079246.16	43.00
ENSG00000144583.5	58.21
ENSG00000138375.13	49.57
ENSG00000197756.10	43.03
ENSG00000115457.10	56.56
ENSG00000115461.5	52.12
ENSG00000118245.2	49.88
ENSG00000079308.20	56.09
ENSG00000188282.12	58.02
ENSG00000180871.8	48.41
ENSG00000163464.8	52.54
ENSG00000163466.16	44.44
ENSG00000179921.15	60.50
ENSG00000127837.10	59.35
ENSG00000127838.14	58.58
ENSG00000135926.15	55.19
ENSG00000158428.4	55.42
ENSG00000018280.17	57.38
ENSG00000144579.8	62.29
ENSG00000127831.11	45.02
ENSG00000135913.11	38.84
ENSG00000144580.14	45.91
ENSG00000115556.14	49.32
ENSG00000115568.16	54.31
ENSG00000074582.15	54.57
ENSG00000163481.8	55.73
ENSG00000163482.12	52.31
ENSG00000135912.11	51.36
ENSG00000135929.9	58.83
ENSG00000115592.11	56.15
ENSG00000115596.4	70.45
ENSG00000135925.9	62.23
ENSG00000171450.6	66.31
ENSG00000163497.3	67.07
ENSG00000163499.12	61.44
ENSG00000181378.14	52.91
ENSG00000163501.7	66.03
ENSG00000187736.13	46.81
ENSG00000280537.2	51.38
ENSG00000213901.11	55.51
ENSG00000115649.16	58.77
ENSG00000144567.11	52.97
ENSG00000158552.13	54.89
ENSG00000115657.14	55.54
ENSG00000284820.1	60.19
ENSG00000198925.12	59.82
ENSG00000163516.14	49.50
ENSG00000163521.16	53.00
ENSG00000115661.14	53.21
ENSG00000127824.15	57.73
ENSG00000243910.8	56.55
ENSG00000135924.17	57.46
ENSG00000054356.14	55.80
ENSG00000182698.12	54.47
ENSG00000123992.20	52.68
ENSG00000175084.13	62.43
ENSG00000072195.15	64.11
ENSG00000286143.1	64.42
ENSG00000286095.2	63.59
ENSG00000144591.20	55.24
ENSG00000072182.13	60.11
ENSG00000123989.14	66.04
ENSG00000188760.11	65.24
ENSG00000124006.15	63.13
ENSG00000123999.5	60.21
ENSG00000144589.22	59.72
ENSG00000114923.17	63.95
ENSG00000116106.12	44.97
ENSG00000135903.20	43.41
ENSG00000288658.1	58.31
ENSG00000163082.10	47.84
ENSG00000116120.11	39.99
ENSG00000124003.13	47.70
ENSG00000123983.15	38.95
ENSG00000152049.6	48.28
ENSG00000171951.5	42.26
ENSG00000152056.17	39.87
ENSG00000286239.1	42.96
ENSG00000085449.15	41.13
ENSG00000135900.4	44.52
ENSG00000135919.14	44.72
ENSG00000124019.10	46.06
ENSG00000036257.13	36.92
ENSG00000283428.1	46.70
ENSG00000135905.20	42.09
ENSG00000144460.12	45.36
ENSG00000169047.6	50.58
ENSG00000144468.17	44.44
ENSG00000081052.14	48.37
ENSG00000169031.21	45.97
ENSG00000168958.20	39.11
ENSG00000168955.4	38.05
ENSG00000284629.1	64.42
ENSG00000173744.18	37.48
ENSG00000284643.1	66.12
ENSG00000284704.1	65.02
ENSG00000284631.1	50.54
ENSG00000284667.1	66.28
ENSG00000135917.16	43.92
ENSG00000284725.1	67.30
ENSG00000284718.1	67.01
ENSG00000284635.1	54.84
ENSG00000115009.13	35.38
ENSG00000123977.10	45.69
ENSG00000153820.13	45.50
ENSG00000153823.19	48.00
ENSG00000187957.8	50.03
ENSG00000153827.14	41.80
ENSG00000153832.12	42.71
ENSG00000163053.11	45.72
ENSG00000135899.19	43.70
ENSG00000079263.19	46.08
ENSG00000185404.17	46.78
ENSG00000067066.17	42.26
ENSG00000135932.11	42.81
ENSG00000135916.16	58.66
ENSG00000135898.10	54.75
ENSG00000173699.17	56.34
ENSG00000204128.6	56.42
ENSG00000173692.14	39.67
ENSG00000135914.6	39.49
ENSG00000135931.19	47.26
ENSG00000156966.7	60.59
ENSG00000115053.17	47.05
ENSG00000171596.7	56.29
ENSG00000177673.4	60.58
ENSG00000187514.17	55.58
ENSG00000156973.14	46.00
ENSG00000144524.18	47.23
ENSG00000163273.4	52.47
ENSG00000144535.20	53.45
ENSG00000163283.7	61.42
ENSG00000163286.9	62.44
ENSG00000163295.5	59.47
ENSG00000171551.12	65.51
ENSG00000237412.7	68.36
ENSG00000135902.10	57.50
ENSG00000196811.13	54.20
ENSG00000221944.9	49.47
ENSG00000135930.14	47.23
ENSG00000115468.12	53.94
ENSG00000204120.16	42.60
ENSG00000115474.7	37.40
ENSG00000182600.9	62.22
ENSG00000066248.15	58.53
ENSG00000115488.3	63.95
ENSG00000168918.14	54.20
ENSG00000085978.22	47.30
ENSG00000130561.17	49.76
ENSG00000077044.11	55.16
ENSG00000085982.14	43.53
ENSG00000242366.4	44.62
ENSG00000242515.5	44.76
ENSG00000241119.2	44.37
ENSG00000244122.3	45.80
ENSG00000167165.19	47.25
ENSG00000288705.1	46.40
ENSG00000244474.6	46.94
ENSG00000288702.1	45.82
ENSG00000241635.8	45.19
ENSG00000185038.14	55.36
ENSG00000123485.12	47.84
ENSG00000144481.17	43.84
ENSG00000072080.11	43.87
ENSG00000188042.8	50.41
ENSG00000130147.16	54.54
ENSG00000157985.19	55.78
ENSG00000168505.7	62.44
ENSG00000182177.14	49.62
ENSG00000132321.17	43.65
ENSG00000144476.6	49.66
ENSG00000198612.11	37.34
ENSG00000163359.17	48.02
ENSG00000115648.14	51.69
ENSG00000071677.1	67.05
ENSG00000124839.13	56.61
ENSG00000124831.19	45.02
ENSG00000177483.12	37.97
ENSG00000132329.11	63.64
ENSG00000184182.19	46.74
ENSG00000258984.5	54.62
ENSG00000132330.18	51.56
ENSG00000144488.15	66.52
ENSG00000168427.9	62.14
ENSG00000178752.16	63.95
ENSG00000132323.9	45.71
ENSG00000144485.11	68.78
ENSG00000132326.12	52.65
ENSG00000204104.12	45.38
ENSG00000065802.12	53.08
ENSG00000233608.4	54.90
ENSG00000068024.17	55.03
ENSG00000130414.13	45.30
ENSG00000182083.8	55.91
ENSG00000178586.6	56.61
ENSG00000172428.11	59.50
ENSG00000178602.8	63.88
ENSG00000063660.9	64.77
ENSG00000144504.15	56.39
ENSG00000188542.10	52.43
ENSG00000142327.13	62.21
ENSG00000142330.20	58.44
ENSG00000178623.12	60.92
ENSG00000185176.13	61.91
ENSG00000184945.14	63.42
ENSG00000130294.18	60.81
ENSG00000172482.5	59.26
ENSG00000172478.18	60.46
ENSG00000226321.5	65.74
ENSG00000162804.14	57.31
ENSG00000122085.17	50.92
ENSG00000115687.14	53.12
ENSG00000115685.15	54.88
ENSG00000146205.14	61.16
ENSG00000115677.18	54.02
ENSG00000168385.18	44.70
ENSG00000006607.14	47.86
ENSG00000115694.15	59.48
ENSG00000176720.6	65.93
ENSG00000176946.12	59.94
ENSG00000168397.17	59.31
ENSG00000168393.13	54.65
ENSG00000168395.16	55.74
ENSG00000180902.18	63.60
ENSG00000154252.12	68.25
ENSG00000204099.12	67.09
ENSG00000188389.11	65.05
ENSG00000188011.5	66.50
ENSG00000216921.9	57.35
ENSG00000178591.7	38.58
ENSG00000125788.6	45.39
ENSG00000088782.5	40.19
ENSG00000185982.7	41.19
ENSG00000125903.4	41.83
ENSG00000186458.5	40.51
ENSG00000196476.12	52.20
ENSG00000247315.4	55.56
ENSG00000177732.9	62.19
ENSG00000125841.13	58.54
ENSG00000101255.12	59.65
ENSG00000125826.21	60.17
ENSG00000125875.15	48.45
ENSG00000101266.19	42.68
ENSG00000125878.7	69.38
ENSG00000271303.2	51.74
ENSG00000270299.1	52.87
ENSG00000215397.4	66.16
ENSG00000101276.18	55.16
ENSG00000125898.13	59.18
ENSG00000101280.8	54.26
ENSG00000101282.9	60.57
ENSG00000125818.18	49.51
ENSG00000125895.6	60.45
ENSG00000215595.2	48.66
ENSG00000244588.6	39.91
ENSG00000101298.15	61.66
ENSG00000125775.15	59.03
ENSG00000274322.1	54.62
ENSG00000088832.18	46.01
ENSG00000088833.18	47.99
ENSG00000196209.13	51.20
ENSG00000125900.13	49.45
ENSG00000260861.6	52.84
ENSG00000101307.16	47.19
ENSG00000089012.14	53.39
ENSG00000198053.12	55.86
ENSG00000101327.9	48.89
ENSG00000125834.13	55.32
ENSG00000286022.1	56.18
ENSG00000125780.12	54.94
ENSG00000166948.10	59.33
ENSG00000125835.19	57.20
ENSG00000256566.1	48.00
ENSG00000088876.13	50.03
ENSG00000149488.14	49.69
ENSG00000101361.17	52.81
ENSG00000101365.21	55.12
ENSG00000088881.21	64.90
ENSG00000088882.8	60.52
ENSG00000241690.3	56.27
ENSG00000258713.3	60.34
ENSG00000198326.10	52.44
ENSG00000132635.17	63.49
ENSG00000215305.10	57.25
ENSG00000132670.21	50.78
ENSG00000125787.11	61.36
ENSG00000125901.6	61.91
ENSG00000101405.3	67.84
ENSG00000101200.5	71.89
ENSG00000185019.17	55.70
ENSG00000215251.4	45.25
ENSG00000088899.16	62.87
ENSG00000198171.13	57.70
ENSG00000125877.13	55.25
ENSG00000088836.14	62.10
ENSG00000088854.13	48.94
ENSG00000088812.18	47.59
ENSG00000125861.16	66.69
ENSG00000149451.18	62.51
ENSG00000088827.13	60.39
ENSG00000132622.11	64.51
ENSG00000101220.18	64.84
ENSG00000101222.12	63.95
ENSG00000125817.8	66.51
ENSG00000101224.18	59.16
ENSG00000125843.11	53.12
ENSG00000088888.18	52.14
ENSG00000125779.24	51.99
ENSG00000101236.17	49.06
ENSG00000088826.18	58.96
ENSG00000171873.8	65.51
ENSG00000171867.18	48.67
ENSG00000171864.5	45.49
ENSG00000101265.16	48.74
ENSG00000089057.15	49.10
ENSG00000089063.15	47.07
ENSG00000132646.11	45.33
ENSG00000101290.14	47.40
ENSG00000101292.8	48.40
ENSG00000125772.14	37.89
ENSG00000171984.15	46.36
ENSG00000089199.10	47.54
ENSG00000089195.15	41.66
ENSG00000125885.13	42.22
ENSG00000286235.1	40.05
ENSG00000088766.12	39.97
ENSG00000125872.8	62.86
ENSG00000101311.16	46.34
ENSG00000125845.7	52.07
ENSG00000101323.5	44.00
ENSG00000125827.9	41.16
ENSG00000182621.18	39.35
ENSG00000101333.18	41.60
ENSG00000125869.10	51.67
ENSG00000101349.17	45.27
ENSG00000132623.16	42.10
ENSG00000132639.13	42.57
ENSG00000125863.20	38.34
ENSG00000285508.1	38.44
ENSG00000285723.1	43.75
ENSG00000149346.15	43.14
ENSG00000101384.12	49.03
ENSG00000132640.15	42.92
ENSG00000172296.13	40.55
ENSG00000101230.6	54.98
ENSG00000089123.16	42.32
ENSG00000089048.15	35.70
ENSG00000101247.18	40.43
ENSG00000101251.13	43.20
ENSG00000172264.18	40.29
ENSG00000125848.10	38.99
ENSG00000089177.19	45.68
ENSG00000125870.11	37.23
ENSG00000125879.5	40.22
ENSG00000125851.10	45.63
ENSG00000125864.14	53.52
ENSG00000125868.16	41.36
ENSG00000125844.16	58.57
ENSG00000125888.15	51.03
ENSG00000089006.17	44.21
ENSG00000125850.11	57.56
ENSG00000125871.14	44.02
ENSG00000149474.14	50.16
ENSG00000232838.4	46.48
ENSG00000125846.16	48.23
ENSG00000089091.16	45.72
ENSG00000132664.12	39.98
ENSG00000089050.16	40.52
ENSG00000101310.17	47.34
ENSG00000232388.5	50.55
ENSG00000284776.1	52.81
ENSG00000125821.13	45.34
ENSG00000132631.6	47.15
ENSG00000185052.13	53.52
ENSG00000132669.14	48.72
ENSG00000173418.12	49.54
ENSG00000101343.15	41.56
ENSG00000089101.19	46.56
ENSG00000173404.5	63.18
ENSG00000188559.15	45.81
ENSG00000088970.16	46.23
ENSG00000088930.8	42.75
ENSG00000125816.5	65.71
ENSG00000125820.6	57.37
ENSG00000125813.14	53.88
ENSG00000125798.15	59.95
ENSG00000132671.6	55.86
ENSG00000178726.7	54.68
ENSG00000125810.10	50.94
ENSG00000132661.4	54.90
ENSG00000125812.16	47.88
ENSG00000125814.17	40.06
ENSG00000125823.12	51.35
ENSG00000125831.10	48.03
ENSG00000125815.9	51.98
ENSG00000101435.5	49.28
ENSG00000173335.5	53.70
ENSG00000101439.9	47.39
ENSG00000101441.5	58.34
ENSG00000170373.9	58.07
ENSG00000170369.4	58.18
ENSG00000170367.5	55.76
ENSG00000149435.12	60.59
ENSG00000101463.6	55.94
ENSG00000077984.6	56.45
ENSG00000101474.12	52.61
ENSG00000154930.15	56.10
ENSG00000100987.15	50.39
ENSG00000197586.13	57.53
ENSG00000100994.12	58.37
ENSG00000100997.20	58.36
ENSG00000101003.10	42.40
ENSG00000101004.15	56.83
ENSG00000170191.5	38.84
ENSG00000130684.14	48.32
ENSG00000215547.1	43.07
ENSG00000215545.1	43.37
ENSG00000131068.4	41.96
ENSG00000180483.7	46.68
ENSG00000204548.4	44.56
ENSG00000180424.7	47.18
ENSG00000180383.4	49.64
ENSG00000088320.4	60.24
ENSG00000101294.18	50.86
ENSG00000101898.6	44.48
ENSG00000125968.9	58.56
ENSG00000131055.5	59.49
ENSG00000171552.14	57.83
ENSG00000088325.16	46.80
ENSG00000101306.11	59.81
ENSG00000179772.8	64.13
ENSG00000149599.16	62.73
ENSG00000131044.17	49.98
ENSG00000088356.6	50.74
ENSG00000260903.3	57.70
ENSG00000101331.17	63.87
ENSG00000101336.18	53.91
ENSG00000101337.16	52.83
ENSG00000126003.7	51.17
ENSG00000101346.14	49.42
ENSG00000101350.8	47.68
ENSG00000171456.20	49.06
ENSG00000197183.14	54.74
ENSG00000198547.10	54.28
ENSG00000285382.1	51.54
ENSG00000149600.12	49.56
ENSG00000088305.18	54.47
ENSG00000101367.9	43.13
ENSG00000215529.12	53.66
ENSG00000167098.12	53.83
ENSG00000078898.7	59.17
ENSG00000167104.11	53.28
ENSG00000186190.7	58.87
ENSG00000186191.9	58.08
ENSG00000131050.11	51.41
ENSG00000131059.12	50.85
ENSG00000198183.12	54.67
ENSG00000125999.11	53.80
ENSG00000101391.21	47.71
ENSG00000101400.6	64.09
ENSG00000078699.22	50.71
ENSG00000125967.17	61.08
ENSG00000149609.6	59.77
ENSG00000288649.2	68.04
ENSG00000101412.13	61.64
ENSG00000101417.12	49.90
ENSG00000131061.14	57.83
ENSG00000101421.4	52.50
ENSG00000125970.12	53.15
ENSG00000125977.7	44.41
ENSG00000101440.10	56.80
ENSG00000101444.13	54.21
ENSG00000078747.16	40.92
ENSG00000125971.17	53.03
ENSG00000101460.13	63.54
ENSG00000101464.11	46.21
ENSG00000198646.14	47.80
ENSG00000078804.13	56.28
ENSG00000131067.17	60.30
ENSG00000131069.20	51.85
ENSG00000100983.12	51.52
ENSG00000078814.17	60.71
ENSG00000100991.12	53.26
ENSG00000088298.13	54.41
ENSG00000101000.6	51.74
ENSG00000126005.17	48.08
ENSG00000125966.10	60.37
ENSG00000261582.1	52.93
ENSG00000242372.9	61.39
ENSG00000125998.8	60.46
ENSG00000101019.22	47.44
ENSG00000125965.9	58.57
ENSG00000126001.16	53.65
ENSG00000125975.14	54.28
ENSG00000125991.20	52.16
ENSG00000061656.11	62.52
ENSG00000214078.13	54.55
ENSG00000272897.5	51.49
ENSG00000244462.8	40.75
ENSG00000244005.13	47.67
ENSG00000125995.16	63.25
ENSG00000131051.24	38.32
ENSG00000025293.17	44.95
ENSG00000171222.11	59.67
ENSG00000149646.12	49.37
ENSG00000088367.23	55.14
ENSG00000131043.13	49.09
ENSG00000080845.19	59.93
ENSG00000101335.10	60.40
ENSG00000118707.11	53.96
ENSG00000259399.1	50.65
ENSG00000101084.18	50.00
ENSG00000101082.14	53.96
ENSG00000101079.21	46.63
ENSG00000149636.16	45.35
ENSG00000149639.15	56.25
ENSG00000101342.10	50.65
ENSG00000101347.11	42.46
ENSG00000080839.12	40.06
ENSG00000101353.15	50.14
ENSG00000118705.17	49.81
ENSG00000118702.10	55.78
ENSG00000101363.13	51.52
ENSG00000197122.12	59.38
ENSG00000166619.15	48.76
ENSG00000053438.11	58.16
ENSG00000132792.19	47.25
ENSG00000132821.12	66.75
ENSG00000101407.13	48.01
ENSG00000101413.12	45.87
ENSG00000198959.12	53.13
ENSG00000149633.12	57.36
ENSG00000101425.14	50.72
ENSG00000129988.6	53.64
ENSG00000170471.15	42.20
ENSG00000182035.12	54.31
ENSG00000124143.10	56.96
ENSG00000101438.4	61.22
ENSG00000101442.10	52.93
ENSG00000101445.10	54.59
ENSG00000101447.15	51.15
ENSG00000101452.15	47.46
ENSG00000204103.4	56.42
ENSG00000198900.7	42.33
ENSG00000124181.14	55.01
ENSG00000174306.22	49.99
ENSG00000132793.12	58.86
ENSG00000183798.5	62.73
ENSG00000124177.16	45.56
ENSG00000196090.12	51.29
ENSG00000124193.16	40.85
ENSG00000288000.1	53.88
ENSG00000185513.17	51.73
ENSG00000277611.1	56.89
ENSG00000101049.17	50.27
ENSG00000101052.13	43.28
ENSG00000101057.16	60.59
ENSG00000124196.6	48.63
ENSG00000124191.18	58.92
ENSG00000149596.7	54.86
ENSG00000132823.11	43.09
ENSG00000124194.17	56.55
ENSG00000197296.6	48.42
ENSG00000101074.5	55.25
ENSG00000101076.18	52.24
ENSG00000124120.11	46.06
ENSG00000132824.14	43.04
ENSG00000168734.14	54.70
ENSG00000196839.13	56.85
ENSG00000064205.11	54.03
ENSG00000124249.7	61.89
ENSG00000101098.13	59.94
ENSG00000166913.13	42.04
ENSG00000101104.13	53.13
ENSG00000025772.8	52.36
ENSG00000101109.12	41.66
ENSG00000124134.9	54.01
ENSG00000175121.11	55.08
ENSG00000168703.5	51.23
ENSG00000124102.5	54.26
ENSG00000124233.12	41.18
ENSG00000124157.7	40.14
ENSG00000124107.5	52.18
ENSG00000124159.16	64.23
ENSG00000124232.11	59.81
ENSG00000124145.6	48.79
ENSG00000204070.10	49.45
ENSG00000254806.5	55.35
ENSG00000124251.11	56.04
ENSG00000244274.9	60.39
ENSG00000124155.18	47.13
ENSG00000101443.18	54.01
ENSG00000101446.8	45.99
ENSG00000243543.9	47.24
ENSG00000249139.2	45.42
ENSG00000101448.14	45.35
ENSG00000158901.12	43.95
ENSG00000180205.4	45.63
ENSG00000180305.5	50.91
ENSG00000180083.11	43.58
ENSG00000182931.9	50.32
ENSG00000168634.5	42.96
ENSG00000149651.4	38.57
ENSG00000124116.19	49.36
ENSG00000101457.13	54.29
ENSG00000175063.17	53.50
ENSG00000101470.10	58.68
ENSG00000124104.19	57.53
ENSG00000101473.17	51.29
ENSG00000132801.7	52.31
ENSG00000168612.5	52.69
ENSG00000149634.5	61.59
ENSG00000124257.7	64.89
ENSG00000064601.21	55.86
ENSG00000100979.15	59.86
ENSG00000100982.12	58.03
ENSG00000198026.8	58.13
ENSG00000100985.7	62.37
ENSG00000124140.14	57.46
ENSG00000124160.12	52.02
ENSG00000101017.14	49.07
ENSG00000149654.11	65.05
ENSG00000080189.15	55.51
ENSG00000062598.18	47.57
ENSG00000198185.11	40.45
ENSG00000149635.3	59.11
ENSG00000158296.14	49.96
ENSG00000172315.6	43.61
ENSG00000197496.6	50.74
ENSG00000064655.19	54.15
ENSG00000101040.19	47.04
ENSG00000124151.19	42.94
ENSG00000196562.14	52.37
ENSG00000124126.14	58.04
ENSG00000124198.10	44.01
ENSG00000124207.17	40.05
ENSG00000124214.21	47.14
ENSG00000124228.15	51.53
ENSG00000124201.15	51.99
ENSG00000158445.10	48.49
ENSG00000124212.6	51.63
ENSG00000158470.5	48.03
ENSG00000197818.12	54.32
ENSG00000158480.11	52.34
ENSG00000124226.11	46.90
ENSG00000124216.4	58.42
ENSG00000124208.16	48.31
ENSG00000244687.12	44.52
ENSG00000240849.11	49.96
ENSG00000172216.6	66.23
ENSG00000196396.10	49.49
ENSG00000042062.13	57.91
ENSG00000124171.9	39.64
ENSG00000124243.19	57.01
ENSG00000101126.18	43.44
ENSG00000000419.14	39.58
ENSG00000124217.5	45.62
ENSG00000026559.14	57.64
ENSG00000101096.20	50.87
ENSG00000054793.14	48.59
ENSG00000101115.13	50.98
ENSG00000020256.20	53.55
ENSG00000182463.16	42.69
ENSG00000171940.14	43.95
ENSG00000064787.13	45.87
ENSG00000019186.10	45.01
ENSG00000101132.10	38.73
ENSG00000101134.12	45.70
ENSG00000054803.4	50.00
ENSG00000124089.4	56.64
ENSG00000124098.10	46.48
ENSG00000087586.18	47.40
ENSG00000101138.12	43.48
ENSG00000087589.17	47.24
ENSG00000022277.13	46.32
ENSG00000124091.9	45.35
ENSG00000124103.10	50.06
ENSG00000213714.1	47.69
ENSG00000087510.7	51.62
ENSG00000101144.13	56.35
ENSG00000054796.13	37.41
ENSG00000101146.13	49.84
ENSG00000256222.3	39.54
ENSG00000132819.17	61.99
ENSG00000124092.13	46.92
ENSG00000124253.11	48.45
ENSG00000124256.15	55.65
ENSG00000124225.16	53.87
ENSG00000124237.6	53.54
ENSG00000124227.5	62.24
ENSG00000124209.4	41.09
ENSG00000124164.16	43.57
ENSG00000198768.11	60.45
ENSG00000124222.22	46.85
ENSG00000254995.4	57.66
ENSG00000215440.12	61.95
ENSG00000087460.29	50.47
ENSG00000101158.15	48.25
ENSG00000101160.15	52.39
ENSG00000101162.4	46.25
ENSG00000124172.10	37.81
ENSG00000101166.16	36.01
ENSG00000124203.7	52.23
ENSG00000124205.18	53.31
ENSG00000087495.17	47.53
ENSG00000196074.13	34.59
ENSG00000196227.11	40.63
ENSG00000132825.7	49.71
ENSG00000124215.17	43.72
ENSG00000179242.16	58.79
ENSG00000130699.19	57.04
ENSG00000149657.20	55.70
ENSG00000101182.15	50.40
ENSG00000184402.15	47.77
ENSG00000101181.18	54.84
ENSG00000101180.16	67.05
ENSG00000130703.17	53.35
ENSG00000130706.13	65.03
ENSG00000130702.15	65.68
ENSG00000171858.18	56.47
ENSG00000149679.11	56.30
ENSG00000130701.4	67.20
ENSG00000130700.7	63.55
ENSG00000101187.16	58.58
ENSG00000101188.5	64.20
ENSG00000101189.7	54.58
ENSG00000060491.17	64.02
ENSG00000092758.18	63.38
ENSG00000101190.13	51.54
ENSG00000101191.17	54.01
ENSG00000101193.8	48.72
ENSG00000101194.18	60.41
ENSG00000125533.6	73.85
ENSG00000149658.18	50.97
ENSG00000101197.13	65.35
ENSG00000101198.15	63.18
ENSG00000101199.13	61.71
ENSG00000101203.16	61.03
ENSG00000101204.18	63.52
ENSG00000075043.20	63.73
ENSG00000101210.13	65.79
ENSG00000125534.10	68.28
ENSG00000101213.7	57.57
ENSG00000125508.4	65.12
ENSG00000125531.7	64.56
ENSG00000130589.16	65.89
ENSG00000101216.11	60.58
ENSG00000197457.10	63.55
ENSG00000258366.10	62.50
ENSG00000026036.22	63.90
ENSG00000243509.6	65.96
ENSG00000101246.20	62.10
ENSG00000197114.12	64.58
ENSG00000273154.3	66.05
ENSG00000203896.10	68.67
ENSG00000273047.1	69.11
ENSG00000125520.14	66.63
ENSG00000130584.12	59.84
ENSG00000183260.7	69.89
ENSG00000101150.18	55.75
ENSG00000101152.11	57.93
ENSG00000198276.16	62.07
ENSG00000196700.9	62.62
ENSG00000130590.14	63.51
ENSG00000101161.8	57.04
ENSG00000196421.9	63.21
ENSG00000203883.7	69.33
ENSG00000171703.17	63.14
ENSG00000171700.14	65.14
ENSG00000125510.18	61.15
ENSG00000171695.11	73.87
ENSG00000196132.14	53.50
ENSG00000125522.4	62.74
ENSG00000203880.12	43.97
ENSG00000279493.1	54.97
ENSG00000277117.5	59.96
ENSG00000280071.4	57.60
ENSG00000276612.3	54.03
ENSG00000275464.5	59.13
ENSG00000280433.1	44.85
ENSG00000274559.3	60.22
ENSG00000275993.3	56.83
ENSG00000274276.4	58.37
ENSG00000275895.7	43.25
ENSG00000276076.5	62.80
ENSG00000273590.4	49.61
ENSG00000277277.3	46.49
ENSG00000278961.2	48.85
ENSG00000276289.5	51.26
ENSG00000274391.5	39.37
ENSG00000166351.11	46.86
ENSG00000188992.12	36.01
ENSG00000185272.14	34.41
ENSG00000155304.6	35.85
ENSG00000155307.19	37.78
ENSG00000180530.11	39.53
ENSG00000155313.16	38.33
ENSG00000154639.19	35.91
ENSG00000154640.15	43.40
ENSG00000154642.11	34.63
ENSG00000154645.14	46.10
ENSG00000154646.9	38.72
ENSG00000154654.15	34.03
ENSG00000154719.14	42.12
ENSG00000154721.15	43.74
ENSG00000154723.13	48.03
ENSG00000154727.11	38.42
ENSG00000142192.21	47.28
ENSG00000166265.13	41.46
ENSG00000154734.16	45.75
ENSG00000154736.6	41.90
ENSG00000156239.12	43.78
ENSG00000198862.14	37.39
ENSG00000156253.7	42.26
ENSG00000156256.15	38.34
ENSG00000156261.13	42.05
ENSG00000156265.16	44.82
ENSG00000156273.16	39.93
